ICD10_ID;Section_ID;Bullet_ID;Med_Class_ID;Variable_Group;Target_Variable;Statement_Text;Reference_Link;Nuance_Transition;Caregiver_Statement;Route_Icon;
J03.9;SEC_01_DEF;B1;;Universal;Universal_Statement;Bacterial throat infection is a widespread condition that can sometimes trigger serious immune system complications later on.;Leung et al. 2023 (DOI: 10.2174/1573396320666230726145436);;;;
J03.9;SEC_01_DEF;B2;;Universal;Universal_Statement;The condition begins when bacteria attach to the throat tissues leading to severe swelling and irritation.;Rampersadh et al. 2024 (DOI: 10.3389/fcimb.2024.1337861);;;;
J03.9;SEC_01_DEF;B3;;Universal;Universal_Statement;While the immediate throat pain clears up quickly the main focus is preventing lasting heart issues.;Liang et al. 2023 (DOI: 10.3389/fcvm.2023.1183606);;;;
J03.9;SEC_02_ETI;B1;;Universal;Universal_Statement;The condition is caused directly by a specific strain of bacteria settling and multiplying in the throat.;Leung et al. 2023 (DOI: 10.2174/1573396320666230726145436);;;;
J03.9;SEC_02_ETI;B2;;Universal;Universal_Statement;Living in tightly packed spaces and areas with struggling sanitation heavily increases the chance of catching and spreading this germ.;Liang et al. 2023 (DOI: 10.3389/fcvm.2023.1183606);;;;
J03.9;SEC_02_ETI;B3;;Universal;Universal_Statement;Certain bacterial strains naturally possess stronger survival traits making them more likely to spread deeply into the body.;Rampersadh et al. 2024 (DOI: 10.3389/fcimb.2024.1337861);;;;
J03.9;SEC_03_IMP;B1;;Universal;Universal_Statement;The patient will typically develop severe pain when swallowing swollen neck glands and visible white patches on the tonsils.;Eroglu et al. 2024 (DOI: 10.1007/s15010-024-02395-7);;;;
J03.9;SEC_03_IMP;B2;;Universal;Universal_Statement;The intense discomfort makes eating and drinking extremely difficult leading to rapid drops in energy.;Eroglu et al. 2024 (DOI: 10.1007/s15010-024-02395-7);;;;
J03.9;SEC_03_IMP;B3;;Universal;Universal_Statement;Having a highly painful throat without classic cold signs like a cough strongly points toward a bacterial cause.;Eroglu et al. 2024 (DOI: 10.1007/s15010-024-02395-7);;;;
J03.9;SEC_04_TX;B1;PENICILLIN V;Universal;Universal_Statement;This medicine directly stops the bacteria from maintaining their cell walls causing them to quickly break apart.;Huang et al. 2023 (DOI: 10.1016/j.ijbiomac.2023.127784);;;icon_route_oral.png;
