ICD10_ID;Section_ID;Bullet_ID;Med_Class_ID;Variable_Group;Target_Variable;Statement_Text;Reference_Link;Nuance_Transition;Caregiver_Statement;Route_Icon;
J18.9;SEC_01_DEF;B1;;Universal;Universal_Statement;Community-acquired pneumonia is an infection that triggers severe swelling deep inside the lungs and causes illness throughout the whole body.;Schuurman et al. 2022 (DOI: 10.1016/j.ebiom.2022.104082);;;;
J18.9;SEC_01_DEF;B2;;Universal;Universal_Statement;Invading germs damage the delicate lung cells and cause an intense immune reaction that floods the air spaces with fluid.;Grousd et al. 2019 (DOI: 10.1128/cmr.00107-18);;;;
J18.9;SEC_01_DEF;B3;;Universal;Universal_Statement;Most cases clear up with proper care but severe illness can cause life-threatening breathing failure.;Goncalves-Pereira et al. 2025 (DOI: 10.1186/s12890-025-03875-8);;;;
J18.9;SEC_01_DEF;B3;;Age;Age_Frail_Elderly_80_Plus;Older adults face a sharply increased risk of severe illness and hospital admission.;Goncalves-Pereira et al. 2025 (DOI: 10.1186/s12890-025-03875-8);Additionally ;;;
J18.9;SEC_02_ETI;B1;;Universal;Universal_Statement;The condition is most often caused directly by common bacteria that settle into the lower breathing tubes.;Schuurman et al. 2022 (DOI: 10.1016/j.ebiom.2022.104082);;;;
J18.9;SEC_02_ETI;B2;;Universal;Universal_Statement;Accidentally breathing food or stomach fluid into the lungs doubles the chance of needing emergency medical care.;Almirall et al. 2025 (DOI: 10.1183/16000617.0037-2025);;;;
J18.9;SEC_02_ETI;B2;;Clinical;HIV_Positive_on_ART;A weakened immune system makes the body highly vulnerable to unusual lung infections requiring special medical focus.;Aston et al. 2019 (DOI: 10.1164/rccm.201807-1333oc);Furthermore ;;;
J18.9;SEC_02_ETI;B3;;Universal;Universal_Statement;Certain environmental factors and pre-existing lung conditions naturally increase the likelihood of developing a deep chest infection.;Ramirez et al. 2023 (DOI: 10.1093/ofid/ofad565);;;;
J18.9;SEC_03_IMP;B1;;Universal;Universal_Statement;The patient will usually experience a deep cough thick mucus sharp chest discomfort and a noticeably fast breathing rate.;Hoeffken et al. 2001 (DOI: 10.1053/rmed.2001.1113);;;;
J18.9;SEC_03_IMP;B2;;Universal;Universal_Statement;The resulting drop in oxygen levels causes extreme physical exhaustion and severely limits daily routines.;Aston et al. 2019 (DOI: 10.1164/rccm.201807-1333oc);;;;
