ICD10_ID;Section_ID;Bullet_ID;Med_Class_ID;Variable_Group;Target_Variable;Statement_Text;Reference_Link;Nuance_Transition;Caregiver_Statement;Route_Icon;
J02.9;SEC_01_DEF;B1;;Universal;Universal_Statement;Acute viral throat infection involves severe irritation and swelling of the throat and tonsils.;Pellegrino et al. 2023 (DOI: 10.1007/s00431-023-05211-w);;;;
J02.9;SEC_01_DEF;B2;;Universal;Universal_Statement;Common respiratory viruses invade the throat tissues triggering a strong inflammatory response that causes the throat to turn red and feel raw.;Petat et al. 2025 (DOI: 10.1038/s41533-025-00434-w);;;;
J02.9;SEC_01_DEF;B3;;Universal;Universal_Statement;The condition usually clears up entirely on its own within a week without causing lasting harm.;Farghal et al. 2018 (DOI: 10.5539/gjhs.v8n11p178);;;;
J02.9;SEC_01_DEF;B3;;Age;Age_Frail_Elderly_80_Plus;Older adults may experience a lingering cough that lasts well past the first week of illness.;Petat et al. 2025 (DOI: 10.1038/s41533-025-00434-w);Additionally ;;;
J02.9;SEC_01_DEF;B3;;Age;Age_Infant_1_12m;Very young children can also have a persistent cough that takes longer to fully clear.;Petat et al. 2025 (DOI: 10.1038/s41533-025-00434-w);Similarly ;;;
J02.9;SEC_02_ETI;B1;;Universal;Universal_Statement;The infection is directly caused by a wide variety of common respiratory viruses spreading from person to person.;Bo et al. 2022 (DOI: 10.1371/journal.pone.0277802);;;;
J02.9;SEC_02_ETI;B2;;Universal;Universal_Statement;Spending time in crowded indoor spaces heavily increases the chance of catching the virus from the air.;Pellegrino et al. 2023 (DOI: 10.1007/s00431-023-05211-w);;;;
J02.9;SEC_02_ETI;B3;;Universal;Universal_Statement;Living in areas with a high history of certain heart and throat complications naturally changes how aggressively a sore throat might need to be checked.;Pellegrino et al. 2023 (DOI: 10.1007/s00431-023-05211-w);;;;
J02.9;SEC_03_IMP;B1;;Universal;Universal_Statement;The patient will experience intense pain when swallowing along with a cough and a runny nose.;Osiejewska et al. 2022 (DOI: 10.12775/jehs.2022.12.07.087);;;;
J02.9;SEC_03_IMP;B1;;Age;Age_Child_4_12y;Children often experience unexpected stomach pain and nausea alongside the classic sore throat symptoms.;Liang et al. 2025 (DOI: 10.3390/microorganisms13030628);Furthermore ;;;
