ICD10_ID;Section_ID;Bullet_ID;Med_Class_ID;Variable_Group;Target_Variable;Statement_Text;Reference_Link;Nuance_Transition;Caregiver_Statement;Route_Icon;
J30.4;SEC_01_DEF;B1;;Universal;Universal_Statement;Allergic nasal irritation is a chronic inflammatory condition triggered by an immune reaction to inhaled airborne particles.;Husna et al. 2022 (DOI: 10.3389/fmed.2022.874114);;;;
J30.4;SEC_01_DEF;B2;;Universal;Universal_Statement;Foreign particles enter through a weakened nasal barrier and cause specific immune cells to release irritating chemicals like histamine.;Wang et al. 2023 (DOI: 10.1038/s41392-023-01344-4);;;;
J30.4;SEC_01_DEF;B3;;Universal;Universal_Statement;The condition persists as inflammatory cells constantly gather in the nasal passages keeping the tissues swollen and highly sensitive.;Lokaj-Berisha and Lumezi 2025 (DOI: 10.1038/s41598-025-85762-0);;;;
J30.4;SEC_02_ETI;B1;;Universal;Universal_Statement;The condition is directly triggered by common airborne proteins like pollens dust mites molds and animal dander.;Tidke et al. 2024 (DOI: 10.7759/cureus.68607);;;;
J30.4;SEC_02_ETI;B2;;Universal;Universal_Statement;Urban living and heavy exposure to environmental pollution strongly drive the rising number of cases worldwide.;Singh et al. 2025 (DOI: 10.3389/falgy.2025.1636415);;;;
J30.4;SEC_02_ETI;B3;;Universal;Universal_Statement;Genetic factors play a core role in developing this sensitivity while overall body weight does not significantly alter the risk.;Yeo et al. 2024 (DOI: 10.1111/cea.14604);;;;
J30.4;SEC_02_ETI;B3;;Sex/Physical;Sex_Male;Males show a unique connection between increased thyroid hormones and this nasal condition pointing to specific biological interactions.;Lokaj-Berisha and Lumezi 2025 (DOI: 10.1038/s41598-025-85762-0);Interestingly ;;;
J30.4;SEC_03_IMP;B1;;Universal;Universal_Statement;The patient will typically experience frequent sneezing severe nasal congestion a non-stop runny nose and intense itching.;Liva et al. 2021 (DOI: 10.3390/jcm10143183);;;;
J30.4;SEC_03_IMP;B2;;Universal;Universal_Statement;These constant nasal struggles frequently disrupt deep rest leading to poor sleep quality and severe daytime exhaustion.;Ellis et al. 2024 (DOI: 10.1186/s13223-024-00899-3);;;;
J30.4;SEC_03_IMP;B3;;Universal;Universal_Statement;Dealing with associated issues like itchy red eyes and breathing difficulties heavily reduces overall daily productivity and life enjoyment.;Zhang et al. 2022 (DOI: 10.1111/all.15454);;;;
J30.4;SEC_04_TX;B1;CETIRIZINE;Universal;Universal_Statement;This medicine blocks specific histamine receptors to effectively reduce sneezing itching and a runny nose.;Bernstein et al. 2024 (DOI: 10.1001/jama.2024.0530);;;icon_route_oral.png;
J30.4;SEC_04_TX;B2;CETIRIZINE;Universal;Universal_Statement;It is used as a standard first option to quickly control mild and occasional allergy symptoms.;Meltzer et al. 2021 (DOI: 10.1186/s13223-021-00614-6);;;icon_route_oral.png;
J30.4;SEC_04_TX;B3;CETIRIZINE;Universal;Universal_Statement;A high rate of daytime sleepiness and unexpected tiredness is frequently reported while taking this treatment.;Kong et al. 2024 (DOI: 10.1002/clt2.12392);;;icon_route_oral.png;
J30.4;SEC_04_TX;B4;CETIRIZINE;Universal;Universal_Statement;The active ingredients reach peak levels in the body within one hour after swallowing the dose.;Kawauchi et al. 2019 (DOI: 10.3390/ijms20010213);;;icon_route_oral.png;
J30.4;SEC_04_TX;B1;FEXOFENADINE;Universal;Universal_Statement;This treatment targets histamine receptors to calm nasal irritation without crossing deeply into the brain.;Kawauchi et al. 2019 (DOI: 10.3390/ijms20010213);;;icon_route_oral.png;
J30.4;SEC_04_TX;B2;FEXOFENADINE;Universal;Universal_Statement;It provides long-lasting relief from daily allergy struggles without causing heavy daytime sedation.;Meltzer et al. 2021 (DOI: 10.1186/s13223-021-00614-6);;;icon_route_oral.png;
J30.4;SEC_04_TX;B3;FEXOFENADINE;Universal;Universal_Statement;It is generally very well tolerated but taking it with certain juices can drastically reduce how much medicine enters the body.;Martins et al. 2024 (DOI: 10.3390/healthcare12191923);;;icon_route_oral.png;
J30.4;SEC_04_TX;B4;FEXOFENADINE;Universal;Universal_Statement;The drug stays active in the system for many hours before being naturally cleared out.;Batool et al. 2024 (DOI: 10.3390/pharmaceutics16121619);;;icon_route_oral.png;
J30.4;SEC_04_TX;B4;FEXOFENADINE;Clinical;Renal_Impaired_Severe_ESRD;Severely weakened kidneys struggle to remove the drug causing a massive drop in clearance that requires careful monitoring.;Martins et al. 2024 (DOI: 10.3390/healthcare12191923);Importantly ;;;icon_route_oral.png
J30.4;SEC_04_TX;B1;BILASTINE;Universal;Universal_Statement;This medicine directly stops histamine from attaching to cells preventing the classic allergy response.;Wang et al. 2016 (DOI: 10.2147/tcrm.s105189);;;icon_route_oral.png;
J30.4;SEC_04_TX;B2;BILASTINE;Universal;Universal_Statement;It acts quickly and lasts a long time making it highly effective for continuous daily symptom control.;Tiwaskar et al. 2023 (DOI: 10.59556/japi.71.0401);;;icon_route_oral.png;
J30.4;SEC_04_TX;B3;BILASTINE;Universal;Universal_Statement;The treatment passes through the body smoothly without heavily burdening the liver or interacting with most other drugs.;Guseva and Derbeneva 2020 (DOI: 10.21518/2079-701x-2020-6-90-96);;;icon_route_oral.png;
J30.4;SEC_04_TX;B4;BILASTINE;Universal;Universal_Statement;It is processed and removed from the system largely unchanged by the body's natural filters.;Majorek-Olechowska et al. 2024 (DOI: 10.18176/jiaci.1003);;;icon_route_oral.png;
J30.4;SEC_04_TX;B4;BILASTINE;Age;Age_Toddler_1_3y;This medication is proven safe and requires no special dose adjustments for young developing bodies.;Majorek-Olechowska et al. 2024 (DOI: 10.18176/jiaci.1003);Furthermore ;;;icon_route_oral.png
J30.4;SEC_04_TX;B1;FLUTICASONE;Universal;Universal_Statement;This nasal spray delivers broad anti-swelling medication directly to the irritated lining of the nose.;Dhanush et al. 2021 (DOI: 10.18203/issn.2454-5929.ijohns20210683);;;;
J30.4;SEC_04_TX;B2;FLUTICASONE;Universal;Universal_Statement;It is widely considered the strongest first option for managing moderate to severe continuous nasal blockage.;Klimek et al. 2024 (DOI: 10.1007/s40629-023-00282-5);;;;
J30.4;SEC_04_TX;B3;FLUTICASONE;Universal;Universal_Statement;Mild nosebleeds and local irritation inside the nostrils happen occasionally during regular daily use.;Tiwaskar et al. 2023 (DOI: 10.59556/japi.71.0401);;;;
J30.4;SEC_04_TX;B4;FLUTICASONE;Universal;Universal_Statement;The spray is designed to stay mostly in the nose meaning very little medicine travels deeply into the main bloodstream.;Klimek et al. 2024 (DOI: 10.1007/s40629-023-00282-5);;;;
J30.4;SEC_05_MNG;B1;;Universal;Universal_Statement;Avoiding known triggers like dust and pet dander is the critical first step to keep the nasal passages calm.;Zhang et al. 2022 (DOI: 10.1111/all.15454);;;;
J30.4;SEC_05_MNG;B2;;Universal;Universal_Statement;Using specialized therapies that slowly expose the body to allergens over time can retrain the immune system for long-lasting relief.;Tidke et al. 2024 (DOI: 10.7759/cureus.68607);;;;
J30.4;SEC_05_MNG;B2;;Age;Age_Child_4_12y;Young growing bodies respond incredibly well to this immune-retraining therapy compared to older age groups.;Jin et al. 2025 (DOI: 10.3390/biomedicines13112831);Specifically ;;;
J30.4;SEC_05_MNG;B3;;Universal;Universal_Statement;Ensuring clean indoor air and managing damp spaces helps stop mold and dust mites from multiplying uncontrollably.;Singh et al. 2025 (DOI: 10.3389/falgy.2025.1636415);;;;
J30.4;SEC_06_FLG;B1;;Universal;Universal_Statement;A complete and sudden loss of smell or severe non-stop nasal blockage disrupting breathing requires immediate medical evaluation.;Rollema et al. 2022 (DOI: 10.1007/s40801-022-00301-x);;;icon_warning.png;
J30.4;SEC_06_FLG;B2;;Universal;Universal_Statement;If symptoms completely fail to improve after using strong daily nasal sprays the treatment plan must be urgently reconsidered.;Wise et al. 2023 (DOI: 10.1002/alr.23090);;;icon_warning.png;
J30.4;SEC_06_FLG;B2;CETIRIZINE;Universal;Universal_Statement;Stop taking the medicine right away if unusual aggression or terrifying hallucinations unexpectedly begin.;Kong et al. 2024 (DOI: 10.1002/clt2.12392);;;icon_warning.png;
J30.4;SEC_06_FLG;B2;FEXOFENADINE;Universal;Universal_Statement;Do not drink grapefruit juice while taking this medicine as it drastically blocks the drug from working properly.;Martins et al. 2024 (DOI: 10.3390/healthcare12191923);;;icon_warning.png;
J30.4;SEC_06_FLG;B2;FLUTICASONE;Universal;Universal_Statement;Discontinue the spray and see a doctor if severe non-stop nosebleeds or signs of damage inside the nose appear.;Rollema et al. 2022 (DOI: 10.1007/s40801-022-00301-x);;;icon_warning.png;
J30.4;SEC_06_FLG;B3;;Universal;Universal_Statement;Persistently high symptom scores despite following all medical advice indicate that the current medications are entirely failing the patient.;Mahboub et al. 2022 (DOI: 10.2174/03666220913105943);;;icon_warning.png;
J30.4;SEC_07_SUC;B1;;Universal;Universal_Statement;The primary medical goal is to silence the constant sneezing and fully open up the blocked nasal passages.;Bousquet et al. 2025 (DOI: 10.1016/j.waojou.2024.101021);;;;
J30.4;SEC_07_SUC;B2;;Universal;Universal_Statement;Success is clear when daily symptom tracking scores drop significantly and breathing through the nose feels completely normal again.;Mahboub et al. 2022 (DOI: 10.2174/03666220913105943);;;;
J30.4;SEC_07_SUC;B3;;Universal;Universal_Statement;Restoring peaceful uninterrupted sleep and returning to full daily energy levels mark a complete and lasting functional recovery.;Bousquet et al. 2025 (DOI: 10.1016/j.waojou.2024.101021);;;;
