ICD10_ID;Section_ID;Bullet_ID;Med_Class_ID;Variable_Group;Target_Variable;Statement_Text;Reference_Link;Nuance_Transition;Caregiver_Statement;Route_Icon;
J20.9;SEC_01_DEF;B1;;Universal;Universal_Statement;Acute airway inflammation typically triggers a persistent and exhausting cough that lasts for several weeks.;Shalabi et al. 2022 (DOI: 10.52533/johs.2022.2602);;;;
J20.9;SEC_01_DEF;B2;;Universal;Universal_Statement;Viral invaders damage the inner airway lining which causes heavy swelling and triggers the production of thick mucus.;Keir et al. 2021 (DOI: 10.1016/s2213-2600(20)30504-x);;;;
J20.9;SEC_01_DEF;B3;;Universal;Universal_Statement;The airways eventually clear up on their own without causing any permanent long-term damage.;Shalabi et al. 2022 (DOI: 10.52533/johs.2022.2602);;;;
J20.9;SEC_02_ETI;B1;;Universal;Universal_Statement;The condition is directly caused by common respiratory viruses infecting the breathing tubes.;Shalabi et al. 2022 (DOI: 10.52533/johs.2022.2602);;;;
J20.9;SEC_02_ETI;B2;;Universal;Universal_Statement;Living in highly polluted urban or industrial areas heavily increases the chance of developing this airway irritation.;Shalabi et al. 2022 (DOI: 10.52533/johs.2022.2602);;;;
J20.9;SEC_02_ETI;B2;;Sex/Physical;BMI_Obese_30_Plus;Excess body weight alters the immune response and directly raises the risk of catching respiratory infections.;Yang et al. 2023 (DOI: 10.3389/fendo.2023.1197730);Additionally ;;;
J20.9;SEC_02_ETI;B3;;Universal;Universal_Statement;Certain biological and genetic factors naturally make some individuals more prone to severe coughing illnesses.;Shalabi et al. 2022 (DOI: 10.52533/johs.2022.2602);;;;
J20.9;SEC_02_ETI;B3;;Sex/Physical;Sex_Male;Males tend to have a slightly higher genetic predisposition to developing this type of airway inflammation.;Shalabi et al. 2022 (DOI: 10.52533/johs.2022.2602);For instance ;;;
J20.9;SEC_03_IMP;B1;;Universal;Universal_Statement;The patient will struggle with a deep cough shortness of breath and noticeable discomfort in the chest area.;Shalabi et al. 2022 (DOI: 10.52533/johs.2022.2602);;;;
J20.9;SEC_03_IMP;B2;;Universal;Universal_Statement;The non-stop coughing deeply disrupts sleep and drastically reduces daily energy for weeks at a time.;Shalabi et al. 2022 (DOI: 10.52533/johs.2022.2602);;;;
J20.9;SEC_03_IMP;B2;;Sex/Physical;BMI_Morbidly_Obese_40_Plus;Severe obesity makes the breathing difficulties much worse and increases the chance of complications.;Xuan et al. 2025 (DOI: 10.21037/tp-2024-494);Furthermore ;;;
J20.9;SEC_03_IMP;B3;;Universal;Universal_Statement;Dealing with a chest that constantly hurts and waking up repeatedly leaves individuals feeling completely drained.;Shalabi et al. 2022 (DOI: 10.52533/johs.2022.2602);;;;
J20.9;SEC_04_TX;B1;SALBUTAMOL;Universal;Universal_Statement;This medicine directly targets and relaxes the tight muscles wrapping around the breathing tubes.;Marques and Vale 2022 (DOI: 10.3390/ijms232214207);;;icon_route_oral.png;
J20.9;SEC_04_TX;B2;SALBUTAMOL;Universal;Universal_Statement;It is used to quickly open the airways when coughing makes it incredibly hard to catch a breath.;Marques and Vale 2022 (DOI: 10.3390/ijms232214207);;;icon_route_oral.png;
J20.9;SEC_04_TX;B3;SALBUTAMOL;Universal;Universal_Statement;A racing heartbeat or a slight trembling in the hands is quite common after taking a dose.;Lan et al. 2023 (DOI: 10.1111/crj.13711);;;icon_route_oral.png;
J20.9;SEC_04_TX;B4;SALBUTAMOL;Universal;Universal_Statement;The liver processes the medicine heavily if it is swallowed rather than breathed in directly.;Marques and Vale 2022 (DOI: 10.3390/ijms232214207);;;icon_route_oral.png;
J20.9;SEC_04_TX;B4;SALBUTAMOL;Age;Age_Child_4_12y;Total body weight heavily changes how fast the drug is cleared requiring exact dose measurements for safety.;Walsh et al. 2022 (DOI: 10.1136/archdischild-2022-324008);Importantly ;;;icon_route_oral.png
J20.9;SEC_04_TX;B1;CO-AMOXICLAV;Universal;Universal_Statement;This medicine destroys the outer walls of bacteria while protecting itself from being broken down.;Keij et al. 2022 (DOI: 10.1007/s40262-022-01116-3);;;icon_route_oral.png;
J20.9;SEC_04_TX;B2;CO-AMOXICLAV;Universal;Universal_Statement;It is used strictly when a severe bacterial infection takes over the damaged airways.;Keij et al. 2022 (DOI: 10.1007/s40262-022-01116-3);;;icon_route_oral.png;
J20.9;SEC_04_TX;B3;CO-AMOXICLAV;Universal;Universal_Statement;Upset stomach and frequent diarrhea are very common side effects while taking this treatment.;Keij et al. 2022 (DOI: 10.1007/s40262-022-01116-3);;;icon_route_oral.png;
J20.9;SEC_04_TX;B4;CO-AMOXICLAV;Universal;Universal_Statement;The kidneys are responsible for constantly filtering the active medicine out of the bloodstream.;Keij et al. 2022 (DOI: 10.1007/s40262-022-01116-3);;;icon_route_oral.png;
J20.9;SEC_04_TX;B1;DEXTROMETHORPHAN;Universal;Universal_Statement;This medicine directly calms the specific control center in the brain that triggers coughing fits.;Paul et al. 2017 (DOI: 10.1080/15563650.2016.1240803);;;icon_route_oral.png;
J20.9;SEC_04_TX;B2;DEXTROMETHORPHAN;Universal;Universal_Statement;It helps quiet a dry and exhausting cough so the body can finally rest.;Paul et al. 2017 (DOI: 10.1080/15563650.2016.1240803);;;icon_route_oral.png;
J20.9;SEC_04_TX;B3;DEXTROMETHORPHAN;Universal;Universal_Statement;Taking too much can quickly cause unsteadiness a racing heart or warm flushed skin.;Paul et al. 2017 (DOI: 10.1080/15563650.2016.1240803);;;icon_route_oral.png;
J20.9;SEC_04_TX;B4;DEXTROMETHORPHAN;Universal;Universal_Statement;The liver is entirely responsible for breaking down the compounds before they leave the body.;Paul et al. 2017 (DOI: 10.1080/15563650.2016.1240803);;;icon_route_oral.png;
J20.9;SEC_04_TX;B4;DEXTROMETHORPHAN;Age;Age_Toddler_1_3y;This medicine is highly toxic to very young children and is strictly forbidden from use.;Wang et al. 2020 (DOI: 10.1016/j.acap.2019.09.006);OVERRIDE;;;icon_route_oral.png
J20.9;SEC_04_TX;B1;CODEINE;Universal;Universal_Statement;This medicine binds to special nerve receptors in the brain to powerfully silence the cough reflex.;Shalabi et al. 2022 (DOI: 10.52533/johs.2022.2602);;;icon_route_oral.png;
J20.9;SEC_04_TX;B2;CODEINE;Universal;Universal_Statement;It is reserved for severe cases where non-stop coughing causes extreme pain and prevents all sleep.;Shalabi et al. 2022 (DOI: 10.52533/johs.2022.2602);;;icon_route_oral.png;
J20.9;SEC_04_TX;B3;CODEINE;Universal;Universal_Statement;Feeling unusually sleepy and struggling with severe constipation are highly common outcomes.;Shalabi et al. 2022 (DOI: 10.52533/johs.2022.2602);;;icon_route_oral.png;
J20.9;SEC_04_TX;B4;CODEINE;Universal;Universal_Statement;The active ingredients travel deeply through the central nervous system to suppress the body's natural signals.;Shalabi et al. 2022 (DOI: 10.52533/johs.2022.2602);;;icon_route_oral.png;
J20.9;SEC_04_TX;B4;CODEINE;Age;Age_Child_4_12y;This strong medicine causes dangerous breathing problems in children and must never be given.;Shalabi et al. 2022 (DOI: 10.52533/johs.2022.2602);OVERRIDE;;;icon_route_oral.png
J20.9;SEC_05_MNG;B1;;Universal;Universal_Statement;Taking honey directly coats the throat and significantly calms down severe coughing fits.;Khosroshahi et al. 2023 (DOI: 10.1093/nutrit/nuac105);;;;
J20.9;SEC_05_MNG;B2;;Universal;Universal_Statement;Drinking plenty of water naturally thins the thick airway mucus making it much easier to cough up.;Horhat et al. 2025 (DOI: 10.3390/nu17223521);;;;
J20.9;SEC_05_MNG;B3;;Universal;Universal_Statement;Avoiding all smoke and keeping indoor air clean speeds up the natural healing process.;Shalabi et al. 2022 (DOI: 10.52533/johs.2022.2602);;;;
J20.9;SEC_06_FLG;B1;;Universal;Universal_Statement;Suddenly struggling to breathe or coughing up fresh blood are massive warning signs requiring an emergency room.;Shalabi et al. 2022 (DOI: 10.52533/johs.2022.2602);;;icon_warning.png;
J20.9;SEC_06_FLG;B1;;Age;Age_Infant_1_12m;Nasal flaring or loud grunting while breathing means the infant is in severe danger and needs immediate help.;Shalabi et al. 2022 (DOI: 10.52533/johs.2022.2602);Furthermore ;;;icon_warning.png
J20.9;SEC_06_FLG;B2;;Universal;Universal_Statement;If extreme dizziness or unexpected swelling occurs any medication being used must be stopped instantly.;Shalabi et al. 2022 (DOI: 10.52533/johs.2022.2602);;;icon_warning.png;
J20.9;SEC_06_FLG;B2;SALBUTAMOL;Universal;Universal_Statement;Stop taking the medicine if a racing heartbeat turns into severe and unstopping chest pain.;Lan et al. 2023 (DOI: 10.1111/crj.13711);;;icon_warning.png;
J20.9;SEC_06_FLG;B2;CO-AMOXICLAV;Universal;Universal_Statement;Severe non-stop diarrhea requires urgent medical evaluation to protect the digestive tract from permanent damage.;Keij et al. 2022 (DOI: 10.1007/s40262-022-01116-3);;;icon_warning.png;
J20.9;SEC_06_FLG;B2;DEXTROMETHORPHAN;Universal;Universal_Statement;Seek help right away if severe unsteadiness or unexpected confusion starts after taking a dose.;Paul et al. 2017 (DOI: 10.1080/15563650.2016.1240803);;;icon_warning.png;
J20.9;SEC_06_FLG;B2;CODEINE;Universal;Universal_Statement;Emergency help is needed immediately if breathing becomes extremely slow or the patient cannot be woken up.;Shalabi et al. 2022 (DOI: 10.52533/johs.2022.2602);;;icon_warning.png;
